date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_desc,station_clean,code_red
2022-01-02T00:00:00Z,08:59,Sunday,EGLINTON STATION,TUNOA,6,12,N,YU,5896,No Operator Immediately Available,EGLINTON,No Operator
2022-01-02T00:00:00Z,09:05,Sunday,ISLINGTON STATION,PUSSW,3,8,E,BD,5211,Track Switch Failure - Signal Related Problem,ISLINGTON,Track
2022-01-02T00:00:00Z,09:20,Sunday,BLOOR STATION,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported,BLOOR,Injured
2022-01-02T00:00:00Z,09:56,Sunday,EGLINTON STATION,EUDO,5,10,N,YU,5601,Door Problems - Faulty Equipment,EGLINTON,Door
2022-01-02T00:00:00Z,10:23,Sunday,BATHURST STATION,SUDP,11,16,E,BD,5213,Disorderly Patron,BATHURST,Disorderly
2022-01-02T00:00:00Z,10:30,Sunday,WARDEN STATION,PUMEL,0,0,NA,BD,0,Escalator/Elevator Incident,WARDEN,Escalator/Elevator
2022-01-02T00:00:00Z,10:56,Sunday,COLLEGE STATION,SUAP,0,0,NA,YU,0,Assault / Patron Involved,COLLEGE,Assault
2022-01-02T00:00:00Z,10:59,Sunday,MAIN STREET STATION,TUSC,0,0,W,BD,5032,Operator Overspeeding,MAIN,Operator Overspeeding
2022-01-02T00:00:00Z,11:01,Sunday,RUNNYMEDE STATION,SUAE,0,0,NA,BD,0,Assault / Employee Involved,RUNNYMEDE,Assault
2022-01-02T00:00:00Z,11:57,Sunday,COXWELL STATION,PUMST,0,0,NA,BD,0,Station Stairway Incident,COXWELL,Station
2022-01-02T00:00:00Z,12:15,Sunday,DUPONT STATION,PUOPO,5,10,N,YU,5706,OPTO (COMMS) Train Door Monitoring,DUPONT,OPTO
2022-01-02T00:00:00Z,12:18,Sunday,UNION STATION,PUSAC,5,10,S,YU,5766,Signals Axle Counter Block Failure,UNION,Signals
2022-01-02T00:00:00Z,13:13,Sunday,VAUGHAN MC STATION,MUPAA,5,10,S,YU,5936,Passenger Assistance Alarm Activated - No Trouble Found,VAUGHAN,Passenger
2022-01-02T00:00:00Z,13:34,Sunday,VAUGHAN MC STATION,PUOPO,5,10,S,YU,5551,OPTO (COMMS) Train Door Monitoring,VAUGHAN,OPTO
2022-01-02T00:00:00Z,14:01,Sunday,KEELE STATION,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported,KEELE,Injured
2022-01-02T00:00:00Z,14:59,Sunday,VAUGHAN MC STATION,MUI,5,10,N,YU,5471,Injured or ill Customer (On Train) - Transported,VAUGHAN,Injured
2022-01-02T00:00:00Z,15:51,Sunday,ST ANDREW STATION,MUO,0,0,S,YU,5381,Miscellaneous Other,ST ANDREW,Miscellaneous
2022-01-02T00:00:00Z,15:52,Sunday,ST ANDREW STATION,SUAP,0,0,NA,YU,0,Assault / Patron Involved,ST ANDREW,Assault
2022-01-02T00:00:00Z,15:55,Sunday,BLOOR STATION,SUDP,0,0,S,YU,0,Disorderly Patron,BLOOR,Disorderly
2022-01-02T00:00:00Z,16:00,Sunday,LAWRENCE WEST STATION,PUOPO,5,10,N,YU,5521,OPTO (COMMS) Train Door Monitoring,LAWRENCE,OPTO
2022-01-02T00:00:00Z,16:05,Sunday,LANSDOWNE STATION,SUDP,8,13,E,BD,5022,Disorderly Patron,LANSDOWNE,Disorderly
2022-01-02T00:00:00Z,16:08,Sunday,LANSDOWNE STATION,SUDP,0,0,E,BD,5211,Disorderly Patron,LANSDOWNE,Disorderly
2022-01-02T00:00:00Z,17:00,Sunday,YONGE BD STATION,MUNCA,0,0,NA,BD,0,NA,YONGE,NA
2022-01-02T00:00:00Z,17:07,Sunday,NORTH YORK CTR STATION,MUPAA,4,9,N,YU,5651,Passenger Assistance Alarm Activated - No Trouble Found,NORTH,Passenger
2022-01-02T00:00:00Z,17:42,Sunday,KENNEDY BD STATION,TUMVS,0,0,E,BD,5225,Operator Violated Signal,KENNEDY,Operator Violated
2022-01-02T00:00:00Z,17:49,Sunday,DUNDAS STATION,MUIRS,0,0,S,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused,DUNDAS,Injured
2022-01-02T00:00:00Z,17:53,Sunday,VAUGHAN MC STATION,PUMEL,0,0,NA,YU,0,Escalator/Elevator Incident,VAUGHAN,Escalator/Elevator
2022-01-02T00:00:00Z,17:57,Sunday,KIPLING STATION,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported,KIPLING,Injured
2022-01-02T00:00:00Z,18:16,Sunday,CHRISTIE STATION,TUMVS,0,0,W,BD,5260,Operator Violated Signal,CHRISTIE,Operator Violated
2022-01-02T00:00:00Z,18:23,Sunday,BLOOR STATION,MUPAA,0,0,N,YU,5731,Passenger Assistance Alarm Activated - No Trouble Found,BLOOR,Passenger
2022-01-02T00:00:00Z,18:31,Sunday,DUNDAS WEST STATION,TUMVS,0,0,W,BD,5260,Operator Violated Signal,DUNDAS,Operator Violated
2022-01-02T00:00:00Z,18:38,Sunday,UNION STATION,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported,UNION,Injured
2022-01-02T00:00:00Z,19:07,Sunday,DUNDAS STATION,MUIS,0,0,N,YU,0,Injured or ill Customer (In Station) - Transported,DUNDAS,Injured
2022-01-02T00:00:00Z,20:19,Sunday,QUEEN STATION,SUO,0,0,N,YU,5791,Passenger Other,QUEEN,Passenger
2022-01-02T00:00:00Z,20:26,Sunday,ST CLAIR WEST STATION,SUAP,5,12,S,YU,5531,Assault / Patron Involved,ST CLAIR,Assault
2022-01-02T00:00:00Z,20:37,Sunday,KIPLING STATION,MUO,10,15,W,BD,5260,Miscellaneous Other,KIPLING,Miscellaneous
2022-01-02T00:00:00Z,21:19,Sunday,QUEEN STATION,SUO,0,0,NA,YU,0,Passenger Other,QUEEN,Passenger
2022-01-02T00:00:00Z,21:31,Sunday,LAWRENCE WEST STATION,SUO,0,0,N,YU,5825,Passenger Other,LAWRENCE,Passenger
2022-01-02T00:00:00Z,22:00,Sunday,COLLEGE STATION,SUSA,0,0,S,YU,0,Sexual Assault,COLLEGE,Sexual
2022-01-02T00:00:00Z,22:01,Sunday,DUNDAS WEST STATION,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported,DUNDAS,Injured
2022-01-02T00:00:00Z,22:11,Sunday,ROYAL YORK STATION,SUDP,0,0,W,BD,5032,Disorderly Patron,ROYAL,Disorderly
2022-01-02T00:00:00Z,22:16,Sunday,FINCH WEST STATION,PUMEL,0,0,NA,YU,0,Escalator/Elevator Incident,FINCH,Escalator/Elevator
2022-01-02T00:00:00Z,23:56,Sunday,SHERBOURNE STATION,MUIS,0,0,E,BD,0,Injured or ill Customer (In Station) - Transported,SHERBOURNE,Injured
2022-01-02T00:00:00Z,00:43,Sunday,KEELE STATION,PUSTS,0,0,W,BD,5015,Signals - Train Stops,KEELE,Signals
2022-01-02T00:00:00Z,01:25,Sunday,KIPLING STATION,PUSIS,0,0,E,BD,5222,Signals Track Weather Related,KIPLING,Signals
2022-01-02T00:00:00Z,01:34,Sunday,DUNDAS STATION,MUIRS,0,0,S,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused,DUNDAS,Injured
2022-01-03T00:00:00Z,02:09,Monday,FINCH STATION,TUNOA,3,6,S,YU,0,No Operator Immediately Available,FINCH,No Operator
2022-01-03T00:00:00Z,06:19,Monday,KENNEDY SRT STATION,ERDO,0,0,NA,SRT,3027,Door Problems - Faulty Equipment,KENNEDY,Door
2022-01-03T00:00:00Z,09:13,Monday,ELLESMERE STATION,MRTO,0,0,N,SRT,3013,Timeout,ELLESMERE,Timeout
2022-01-03T00:00:00Z,03:43,Monday,FINCH STATION,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported,FINCH,Injured
2022-01-03T00:00:00Z,05:38,Monday,EGLINTON STATION,EUYRD,4,0,N,YU,6096,Yard/Carhouse Related Problems,EGLINTON,Yard/Carhouse
2022-01-03T00:00:00Z,11:16,Monday,KENNEDY SRT STATION,ERTC,12,19,N,SRT,3013,Train Control - VOBC,KENNEDY,Train
2022-01-03T00:00:00Z,05:42,Monday,KIPLING STATION,PUSTS,4,0,E,BD,5022,Signals - Train Stops,KIPLING,Signals
2022-01-03T00:00:00Z,20:13,Monday,MCCOWAN STATION,TRO,3,8,S,SRT,3024,Transportation Department - Other,MCCOWAN,Transportation
2022-01-03T00:00:00Z,05:44,Monday,WILSON STATION,EUYRD,5,0,S,YU,6026,Yard/Carhouse Related Problems,WILSON,Yard/Carhouse
2022-01-03T00:00:00Z,06:00,Monday,VAUGHAN MC STATION,PUOPO,4,8,S,YU,5746,OPTO (COMMS) Train Door Monitoring,VAUGHAN,OPTO
2022-01-03T00:00:00Z,06:10,Monday,WARDEN STATION,PUSIS,4,8,E,BD,5289,Signals Track Weather Related,WARDEN,Signals
2022-01-03T00:00:00Z,06:26,Monday,SHEPPARD WEST STATION,MUATC,8,13,N,YU,5666,ATC Project,SHEPPARD,ATC
2022-01-03T00:00:00Z,07:12,Monday,EGLINTON STATION (MIGR,MUATC,5,8,S,YU,5691,ATC Project,EGLINTON,ATC
2022-01-03T00:00:00Z,07:21,Monday,WILSON STATION,PUOPO,3,6,S,YU,5766,OPTO (COMMS) Train Door Monitoring,WILSON,OPTO
2022-01-03T00:00:00Z,07:26,Monday,YORKDALE STATION,PUOPO,4,7,S,YU,5766,OPTO (COMMS) Train Door Monitoring,YORKDALE,OPTO
2022-01-03T00:00:00Z,07:36,Monday,NORTH YORK CTR STATION,EUSC,0,0,S,YU,6011,Speed Control Equipment,NORTH,Speed
2022-01-03T00:00:00Z,08:20,Monday,FINCH STATION,MUTO,3,6,S,YU,5916,Misc. Transportation Other - Employee Non-Chargeable,FINCH,Misc.
2022-01-03T00:00:00Z,08:20,Monday,ST GEORGE YUS STATION,PUOPO,3,6,N,YU,6011,OPTO (COMMS) Train Door Monitoring,ST GEORGE,OPTO
2022-01-03T00:00:00Z,08:25,Monday,SPADINA YUS STATION,PUOPO,3,6,N,YU,6011,OPTO (COMMS) Train Door Monitoring,SPADINA,OPTO
2022-01-03T00:00:00Z,08:46,Monday,ST GEORGE YUS STATION,PUOPO,0,0,N,YU,5521,OPTO (COMMS) Train Door Monitoring,ST GEORGE,OPTO
2022-01-03T00:00:00Z,08:49,Monday,SPADINA YUS STATION,PUOPO,4,7,N,YU,5521,OPTO (COMMS) Train Door Monitoring,SPADINA,OPTO
2022-01-03T00:00:00Z,08:54,Monday,KEELE STATION,MUSC,0,0,W,BD,5139,Miscellaneous Speed Control,KEELE,Miscellaneous
2022-01-03T00:00:00Z,09:03,Monday,BLOOR STATION,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported,BLOOR,Injured
2022-01-03T00:00:00Z,10:17,Monday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0,No Operator Immediately Available,VAUGHAN,No Operator
2022-01-03T00:00:00Z,10:20,Monday,FINCH STATION,TUNIP,3,6,S,YU,5611,Operator Not In Position,FINCH,Operator Not
2022-01-03T00:00:00Z,10:21,Monday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0,No Operator Immediately Available,VAUGHAN,No Operator
2022-01-03T00:00:00Z,11:38,Monday,VAUGHAN MC STATION,MUPAA,0,0,S,YU,5856,Passenger Assistance Alarm Activated - No Trouble Found,VAUGHAN,Passenger
2022-01-03T00:00:00Z,12:31,Monday,EGLINTON STATION,MUSC,0,0,N,YU,5746,Miscellaneous Speed Control,EGLINTON,Miscellaneous
2022-01-03T00:00:00Z,12:51,Monday,FINCH STATION,SUO,4,7,S,YU,5716,Passenger Other,FINCH,Passenger
2022-01-03T00:00:00Z,13:52,Monday,KING STATION,MUIS,0,0,S,YU,0,Injured or ill Customer (In Station) - Transported,KING,Injured
2022-01-03T00:00:00Z,14:02,Monday,OSSINGTON STATION,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported,OSSINGTON,Injured
2022-01-03T00:00:00Z,14:18,Monday,ST PATRICK STATION,SUUT,0,0,N,YU,5916,Unauthorized at Track Level,ST PATRICK,Unauthorized
2022-01-03T00:00:00Z,14:57,Monday,FINCH STATION,SUO,0,0,NA,YU,0,Passenger Other,FINCH,Passenger
2022-01-03T00:00:00Z,15:05,Monday,FINCH STATION,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported,FINCH,Injured
2022-01-03T00:00:00Z,15:14,Monday,SPADINA YUS STATION,MUPAA,3,6,N,YU,5776,Passenger Assistance Alarm Activated - No Trouble Found,SPADINA,Passenger
2022-01-03T00:00:00Z,16:10,Monday,DUNDAS WEST STATION,SUAP,7,11,W,BD,5220,Assault / Patron Involved,DUNDAS,Assault
2022-01-03T00:00:00Z,16:20,Monday,CHRISTIE STATION,SUDP,4,8,E,BD,5204,Disorderly Patron,CHRISTIE,Disorderly
2022-01-03T00:00:00Z,17:20,Monday,YONGE BD STATION,MUIRS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused,YONGE,Injured
2022-01-03T00:00:00Z,17:20,Monday,PIONEER VILLAGE STATIO,PUOPO,0,0,N,YU,5681,OPTO (COMMS) Train Door Monitoring,PIONEER,OPTO
2022-01-03T00:00:00Z,17:21,Monday,FINCH WEST STATION,PUOPO,0,0,S,YU,5886,OPTO (COMMS) Train Door Monitoring,FINCH,OPTO
2022-01-03T00:00:00Z,17:27,Monday,QUEEN'S PARK STATION,MUNCA,0,0,NA,YU,0,NA,QUEEN'S,NA
2022-01-03T00:00:00Z,17:43,Monday,YORK MILLS STATION,TUOS,5,8,S,YU,5581,Operator Overshot Platform,YORK,Operator Overshot
2022-01-03T00:00:00Z,18:17,Monday,FINCH STATION,TUNOA,3,6,S,YU,0,No Operator Immediately Available,FINCH,No Operator
2022-01-03T00:00:00Z,18:33,Monday,KEELE STATION,MUNCA,0,0,NA,BD,0,NA,KEELE,NA
2022-01-03T00:00:00Z,18:49,Monday,WELLESLEY STATION,MUIRS,0,0,S,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused,WELLESLEY,Injured
2022-01-03T00:00:00Z,18:49,Monday,VAUGHAN MC STATION,TUNOA,3,6,S,YU,0,No Operator Immediately Available,VAUGHAN,No Operator
2022-01-03T00:00:00Z,19:00,Monday,BROADVIEW STATION,TUOS,4,8,E,BD,5203,Operator Overshot Platform,BROADVIEW,Operator Overshot
2022-01-03T00:00:00Z,19:08,Monday,KENNEDY BD STATION,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported,KENNEDY,Injured
2022-01-03T00:00:00Z,19:35,Monday,OSGOODE STATION,MUIRS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused,OSGOODE,Injured
2022-01-03T00:00:00Z,19:42,Monday,NORTH YORK CTR STATION,PUSO,0,0,N,YU,5896,S/E/C Department Other,NORTH,S/E/C
2022-01-03T00:00:00Z,20:24,Monday,DUFFERIN STATION,MUIS,0,0,W,BD,5293,Injured or ill Customer (In Station) - Transported,DUFFERIN,Injured
2022-01-03T00:00:00Z,20:45,Monday,UNION STATION,SUUT,7,10,N,YU,5606,Unauthorized at Track Level,UNION,Unauthorized
2022-01-03T00:00:00Z,21:03,Monday,ST GEORGE YUS STATION,PUOPO,3,6,N,YU,5606,OPTO (COMMS) Train Door Monitoring,ST GEORGE,OPTO
2022-01-03T00:00:00Z,21:58,Monday,EGLINTON STATION,MUATC,4,9,S,YU,5666,ATC Project,EGLINTON,ATC
2022-01-03T00:00:00Z,22:13,Monday,LAWRENCE STATION,MUIE,5,10,N,YU,5426,Injured Employee,LAWRENCE,Injured
2022-01-03T00:00:00Z,00:54,Monday,ST CLAIR WEST STATION,MUTO,4,9,S,YU,5861,Misc. Transportation Other - Employee Non-Chargeable,ST CLAIR,Misc.
2022-01-03T00:00:00Z,01:23,Monday,PAPE STATION,MUIS,0,0,NA,BD,0,Injured or ill Customer (In Station) - Transported,PAPE,Injured
2022-01-03T00:00:00Z,21:14,Monday,BAYVIEW STATION,TUMVS,13,18,E,SHP,6151,Operator Violated Signal,BAYVIEW,Operator Violated
2022-01-03T00:00:00Z,21:40,Monday,LESLIE STATION,TUO,5,10,W,SHP,6156,Transportation Department - Other,LESLIE,Transportation
2022-01-03T00:00:00Z,23:42,Monday,SHEPPARD-YONGE STATION,TUSC,0,0,E,SHP,6196,Operator Overspeeding,SHEPPARD-YONGE,Operator Overspeeding
2022-01-04T00:00:00Z,02:14,Tuesday,FINCH STATION,MUIS,0,0,NA,YU,0,Injured or ill Customer (In Station) - Transported,FINCH,Injured
2022-01-04T00:00:00Z,15:20,Tuesday,KENNEDY SRT STATION,ERCD,6,12,N,SRT,3007,Consequential Delay (2nd Delay Same Fault),KENNEDY,Consequential
2022-01-04T00:00:00Z,15:33,Tuesday,MIDLAND STATION,ERTC,6,11,N,SRT,3007,Train Control - VOBC,MIDLAND,Train
2022-01-04T00:00:00Z,05:40,Tuesday,OSGOODE STATION,MUNCA,0,0,NA,YU,0,NA,OSGOODE,NA
2022-01-04T00:00:00Z,05:55,Tuesday,YONGE BD STATION,TUCC,5,0,W,BD,5226,Transit Control Related Problems,YONGE,Transit
2022-01-04T00:00:00Z,06:21,Tuesday,WILSON STATION,TUNOA,3,6,S,YU,0,No Operator Immediately Available,WILSON,No Operator
2022-01-04T00:00:00Z,07:05,Tuesday,DUPONT STATION,PUOPO,5,8,N,YU,5626,OPTO (COMMS) Train Door Monitoring,DUPONT,OPTO
2022-01-04T00:00:00Z,07:09,Tuesday,EGLINTON STATION,TUATC,5,8,S,YU,5891,ATC Operator Related,EGLINTON,ATC
2022-01-04T00:00:00Z,07:43,Tuesday,KIPLING STATION,MUTO,3,7,E,BD,5022,Misc. Transportation Other - Employee Non-Chargeable,KIPLING,Misc.
2022-01-04T00:00:00Z,07:56,Tuesday,NORTH YORK CTR STATION,MUNCA,0,0,NA,YU,0,NA,NORTH,NA
2022-01-04T00:00:00Z,08:11,Tuesday,ST GEORGE YUS STATION,SUDP,0,0,S,YU,5811,Disorderly Patron,ST GEORGE,Disorderly
2022-01-04T00:00:00Z,08:47,Tuesday,ST GEORGE BD STATION,TUMVS,0,0,W,BD,5296,Operator Violated Signal,ST GEORGE,Operator Violated
2022-01-04T00:00:00Z,08:51,Tuesday,ST GEORGE YUS STATION,MUTO,7,12,S,YU,5911,Misc. Transportation Other - Employee Non-Chargeable,ST GEORGE,Misc.
